FullName,Email,Phone,TransactionType,Amount,TransactionDate,AccountType,Balance,OpeningDate,LoanAmount,LoanType,StartDate,EndDate,InterestRate
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,157.92,13/11/2023,Savings,723.3,31/12/2020,20706.59,Mortgage,23/02/2021,59:17.9,5.64
Danny Brown,michellearnold@example.org,824-606-7014x9045,withdrawal,276.47,21/06/2022,Savings,9573.53,05/09/2021,12965.19,Mortgage,17/07/2022,59:17.9,7.43
Kimberly Fox,zcain@example.org,(970)563-6992x24062,withdrawal,284.4,18/05/2021,Credit,5498.05,21/03/2023,25100.13,Mortgage,10/05/2021,59:17.9,7.29
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,346.07,27/05/2022,Savings,3181.09,11/06/2022,48863.64,Mortgage,26/11/2021,59:17.9,2.42
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,346.07,27/05/2022,Savings,3181.09,11/06/2022,48494.41,Auto,16/02/2019,59:17.9,3.62
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,428.25,12/05/2022,Checking,7800.33,17/09/2023,49675.33,Auto,13/12/2021,59:17.9,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,428.25,12/05/2022,Checking,7800.33,17/09/2023,31033.48,Personal,11/11/2023,59:17.9,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,428.25,12/05/2022,Checking,7800.33,17/09/2023,49754.29,Mortgage,14/11/2019,59:17.9,4.83
Eric Anderson,spencer16@example.com,851-945-5888,withdrawal,424.12,08/05/2020,Savings,3308.76,02/09/2019,,,,,
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,31.56,26/04/2019,Credit,8536.16,21/11/2021,13273.81,Auto,21/10/2019,59:17.9,4.37
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,31.56,26/04/2019,Credit,8536.16,21/11/2021,41527.61,Personal,04/09/2020,59:17.9,5.85
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,31.56,26/04/2019,Credit,8536.16,21/11/2021,15916.26,Mortgage,11/02/2021,59:17.9,6.87
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,31.56,26/04/2019,Credit,8536.16,21/11/2021,46270.1,Personal,12/02/2023,59:17.9,6
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,341.13,09/04/2019,Credit,9382.52,17/08/2022,26360.24,Auto,26/08/2020,59:17.9,2.89
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,466.19,03/06/2022,Savings,8380.64,24/11/2021,42355.47,Mortgage,23/02/2019,59:17.9,7.05
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,466.19,03/06/2022,Savings,8380.64,24/11/2021,35193.83,Mortgage,17/01/2021,59:17.9,1.85
Peter Callahan,miranda13@example.org,-5276,withdrawal,446,01/07/2020,Savings,5436.03,30/04/2019,32850.56,Personal,24/11/2021,59:17.9,2.81
Chad Jensen,ambertaylor@example.org,6576129629,deposit,358.7,04/01/2023,Credit,6177.48,16/12/2023,,,,,
David Rasmussen,fburns@example.net,9347152436,withdrawal,119.2,23/09/2021,Checking,7244.31,10/04/2021,,,,,
Scott Collins,veronica19@example.org,001-449-712-6361x791,withdrawal,486.72,19/03/2021,Checking,408.18,29/11/2020,47203.82,Auto,15/06/2021,59:17.9,5.28
Peter Callahan,miranda13@example.org,-5276,deposit,197.43,04/06/2020,Savings,5436.03,30/04/2019,32850.56,Personal,24/11/2021,59:17.9,2.81
Crystal George,james32@example.com,(934)652-9829,deposit,252.67,29/08/2021,Checking,9829.08,29/05/2022,19426.95,Auto,18/06/2021,59:17.9,7.29
Crystal George,james32@example.com,(934)652-9829,deposit,252.67,29/08/2021,Checking,9829.08,29/05/2022,13967.51,Mortgage,29/04/2023,59:17.9,6.27
Ethan Walker,jessicashah@example.net,001-586-722-3937x922,withdrawal,75.93,01/12/2023,Credit,6050.42,09/09/2020,39189.96,Auto,30/07/2023,59:17.9,6.36
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,403.69,26/01/2022,Credit,9382.52,17/08/2022,26360.24,Auto,26/08/2020,59:17.9,2.89
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,422.41,16/09/2022,Savings,7858.64,17/06/2020,25666.75,Auto,09/05/2023,59:17.9,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,422.41,16/09/2022,Savings,7858.64,17/06/2020,23853.85,Personal,30/01/2024,59:17.9,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,422.41,16/09/2022,Savings,7858.64,17/06/2020,8092.2,Personal,18/08/2021,59:17.9,2.85
Christopher Anderson,gwarner@example.com,2545902373,withdrawal,29.89,15/06/2021,Credit,7306.58,01/08/2021,36110.97,Mortgage,30/05/2022,59:17.9,6.9
Christopher Anderson,gwarner@example.com,2545902373,withdrawal,29.89,15/06/2021,Credit,7306.58,01/08/2021,25453.13,Mortgage,25/07/2022,59:17.9,5.76
David King,edward68@example.com,+1-907-693-9094x459,withdrawal,117.45,17/12/2023,Checking,2767.61,31/10/2020,,,,,
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,293.67,27/11/2019,Savings,1443.64,30/05/2020,49675.33,Auto,13/12/2021,59:17.9,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,293.67,27/11/2019,Savings,1443.64,30/05/2020,31033.48,Personal,11/11/2023,59:17.9,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,293.67,27/11/2019,Savings,1443.64,30/05/2020,49754.29,Mortgage,14/11/2019,59:17.9,4.83
Joseph Hernandez,zmcbride@example.org,+1-281-215-1718x809,deposit,112.77,08/10/2021,Credit,6681.52,09/11/2021,19607.01,Mortgage,19/07/2023,59:17.9,2.93
Joseph Hernandez,zmcbride@example.org,+1-281-215-1718x809,deposit,112.77,08/10/2021,Credit,6681.52,09/11/2021,39348,Auto,09/02/2020,59:17.9,4.95
Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,deposit,67.73,23/03/2021,Credit,5981.73,08/06/2020,,,,,
Robert Mendez,evelynpatterson@example.org,759.294.8819,withdrawal,274.29,26/01/2024,Savings,1388.48,15/05/2020,,,,,
Phillip Carr,nicole30@example.com,650-254-3916,deposit,83.27,02/02/2024,Credit,369.92,05/08/2022,43727.85,Personal,25/07/2022,59:17.9,6.46
Phillip Carr,nicole30@example.com,650-254-3916,deposit,83.27,02/02/2024,Credit,369.92,05/08/2022,19769.58,Personal,14/08/2020,59:17.9,6.15
Phillip Carr,nicole30@example.com,650-254-3916,deposit,83.27,02/02/2024,Credit,369.92,05/08/2022,11336.16,Personal,12/05/2019,59:17.9,4.76
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,91.19,18/08/2023,Credit,9924.16,25/10/2019,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Crystal George,james32@example.com,(934)652-9829,withdrawal,23.42,04/06/2020,Checking,8090.41,08/03/2021,19426.95,Auto,18/06/2021,59:17.9,7.29
Crystal George,james32@example.com,(934)652-9829,withdrawal,23.42,04/06/2020,Checking,8090.41,08/03/2021,13967.51,Mortgage,29/04/2023,59:17.9,6.27
Carly Mitchell,zachary24@example.org,(728)923-5061,deposit,44.33,06/06/2019,Checking,6792,09/03/2022,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,322.32,02/04/2019,Checking,439.38,12/05/2020,44125.94,Auto,03/10/2021,59:17.9,6.1
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,322.32,02/04/2019,Checking,439.38,12/05/2020,34105.55,Mortgage,13/12/2019,59:17.9,3.13
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,322.32,02/04/2019,Checking,439.38,12/05/2020,30019.7,Personal,26/05/2022,59:17.9,7.25
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,322.32,02/04/2019,Checking,439.38,12/05/2020,46713.9,Mortgage,25/01/2020,59:17.9,2.13
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,322.32,02/04/2019,Checking,439.38,12/05/2020,45761.17,Personal,18/09/2022,59:17.9,7.22
Robert Mendez,evelynpatterson@example.org,759.294.8819,deposit,179.2,21/02/2022,Credit,1591.26,22/08/2019,,,,,
Scott Collins,veronica19@example.org,001-449-712-6361x791,withdrawal,20.15,09/11/2019,Savings,5071.66,31/07/2021,47203.82,Auto,15/06/2021,59:17.9,5.28
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,deposit,209.07,13/07/2021,Checking,9461.84,11/05/2021,,,,,
Crystal Burns,jbarry@example.net,001-295-729-2302,deposit,190.72,13/04/2019,Checking,4723.64,20/09/2023,,,,,
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,98.53,05/05/2023,Savings,2391.9,17/09/2020,25666.75,Auto,09/05/2023,59:17.9,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,98.53,05/05/2023,Savings,2391.9,17/09/2020,23853.85,Personal,30/01/2024,59:17.9,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,98.53,05/05/2023,Savings,2391.9,17/09/2020,8092.2,Personal,18/08/2021,59:17.9,2.85
Crystal Burns,jbarry@example.net,001-295-729-2302,deposit,443.67,30/01/2020,Savings,1377.35,28/05/2022,,,,,
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,168.12,23/12/2021,Credit,856.98,09/08/2021,26360.24,Auto,26/08/2020,59:17.9,2.89
Carly Mitchell,zachary24@example.org,(728)923-5061,deposit,102.23,22/09/2020,Checking,4092.25,26/09/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Jason Bennett,joseph97@example.net,(632)674-7662x30858,deposit,240.81,21/09/2020,Credit,8482.27,07/05/2022,42355.47,Mortgage,23/02/2019,59:17.9,7.05
Jason Bennett,joseph97@example.net,(632)674-7662x30858,deposit,240.81,21/09/2020,Credit,8482.27,07/05/2022,35193.83,Mortgage,17/01/2021,59:17.9,1.85
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,deposit,105.76,21/01/2024,Checking,4797.54,28/03/2022,8419.93,Personal,29/10/2021,59:17.9,4.1
Kayla Blair,hmcmillan@example.com,(500)245-2355,deposit,142.73,17/05/2021,Checking,9925.68,04/05/2020,,,,,
Charles Wise,campossarah@example.net,532.804.9131x538,deposit,346.25,16/08/2021,Credit,2586.78,06/03/2023,20109.87,Auto,30/06/2021,59:17.9,4.66
Shelby Smith,carolyn11@example.com,580.272.0301x65432,withdrawal,125.33,24/12/2023,Checking,9529.29,07/05/2023,,,,,
Crystal Burns,jbarry@example.net,001-295-729-2302,withdrawal,333.96,31/08/2020,Checking,4723.64,20/09/2023,,,,,
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,deposit,68.9,26/01/2023,Savings,4200.08,02/06/2023,8419.93,Personal,29/10/2021,59:17.9,4.1
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,245.42,27/08/2021,Checking,4092.25,26/09/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Peter Callahan,miranda13@example.org,-5276,withdrawal,328.03,03/03/2019,Credit,2355.97,29/06/2023,32850.56,Personal,24/11/2021,59:17.9,2.81
Peter Callahan,miranda13@example.org,-5276,withdrawal,408.34,15/08/2023,Credit,2355.97,29/06/2023,32850.56,Personal,24/11/2021,59:17.9,2.81
Peter Callahan,miranda13@example.org,-5276,deposit,144.21,10/07/2023,Savings,5436.03,30/04/2019,32850.56,Personal,24/11/2021,59:17.9,2.81
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,420.12,18/06/2019,Checking,1547.22,23/06/2021,35885.02,Auto,06/10/2023,59:17.9,5.32
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,420.12,18/06/2019,Checking,1547.22,23/06/2021,39301.99,Mortgage,19/05/2019,59:17.9,7.19
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,420.12,18/06/2019,Checking,1547.22,23/06/2021,10490.65,Auto,01/06/2023,59:17.9,2.46
Jamie Stone,derekhart@example.org,473.393.2625x19595,withdrawal,390.13,14/11/2022,Savings,7533.24,16/04/2019,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Jason Bennett,joseph97@example.net,(632)674-7662x30858,deposit,90.2,04/10/2023,Savings,8380.64,24/11/2021,42355.47,Mortgage,23/02/2019,59:17.9,7.05
Jason Bennett,joseph97@example.net,(632)674-7662x30858,deposit,90.2,04/10/2023,Savings,8380.64,24/11/2021,35193.83,Mortgage,17/01/2021,59:17.9,1.85
Danny Brown,michellearnold@example.org,824-606-7014x9045,withdrawal,28.16,19/03/2023,Checking,5816.22,20/09/2023,12965.19,Mortgage,17/07/2022,59:17.9,7.43
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,268.29,23/04/2019,Checking,4653.15,19/08/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,62.78,21/11/2019,Checking,8848.82,15/07/2019,37877.78,Auto,29/05/2019,59:17.9,1.93
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,62.78,21/11/2019,Checking,8848.82,15/07/2019,11928.9,Personal,16/04/2020,59:17.9,3.05
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,62.78,21/11/2019,Checking,8848.82,15/07/2019,22108.89,Personal,19/10/2022,59:17.9,6.6
Crystal Burns,jbarry@example.net,001-295-729-2302,deposit,25.87,05/04/2020,Savings,1377.35,28/05/2022,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,21.89,30/04/2022,Savings,9716.41,15/09/2022,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,21.89,30/04/2022,Savings,9716.41,15/09/2022,29065.5,Personal,03/04/2021,59:17.9,2.95
Scott Collins,veronica19@example.org,001-449-712-6361x791,withdrawal,456.83,08/11/2023,Checking,408.18,29/11/2020,47203.82,Auto,15/06/2021,59:17.9,5.28
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,343.52,06/12/2022,Credit,9382.52,17/08/2022,26360.24,Auto,26/08/2020,59:17.9,2.89
Daniel Newman,potterrichard@example.com,001-541-774-7582x00497,withdrawal,446.81,18/01/2023,Savings,2813.49,01/10/2023,,,,,
Christopher Henson,walkerjohn@example.net,435.452.9057,withdrawal,28.79,02/05/2021,Checking,7423.6,04/11/2020,38654.49,Auto,26/07/2023,59:17.9,7.2
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,deposit,184.23,16/03/2020,Checking,5592.4,18/06/2020,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,479.09,02/01/2020,Savings,4650.84,12/01/2022,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,479.09,02/01/2020,Savings,4650.84,12/01/2022,29065.5,Personal,03/04/2021,59:17.9,2.95
Desiree Nelson,johnsonhaley@example.com,231.515.3313,withdrawal,352.98,22/09/2021,Savings,4492.62,31/08/2020,37664.6,Mortgage,21/12/2022,59:17.9,4.45
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,287.92,16/02/2020,Checking,2511.55,23/02/2023,12965.19,Mortgage,17/07/2022,59:17.9,7.43
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,259.8,21/04/2020,Checking,4092.25,26/09/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,259.35,04/05/2023,Checking,7676.38,26/05/2021,,,,,
Christopher Henson,walkerjohn@example.net,435.452.9057,deposit,405.6,23/12/2022,Checking,9224.91,03/03/2021,38654.49,Auto,26/07/2023,59:17.9,7.2
Crystal Burns,jbarry@example.net,001-295-729-2302,deposit,286.83,22/09/2022,Checking,4723.64,20/09/2023,,,,,
Jon Marshall,stacy20@example.com,001-608-454-5047x8890,deposit,322.43,23/10/2023,Credit,6517.51,30/08/2022,37452.32,Mortgage,26/08/2019,59:17.9,4.04
Francisco Potter,joneschristine@example.org,(564)921-3755x708,withdrawal,78.28,22/11/2022,Savings,3346.13,20/01/2023,35115.06,Auto,01/09/2023,59:17.9,5.87
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,408.78,24/01/2022,Checking,2442.05,14/03/2021,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,408.78,24/01/2022,Checking,2442.05,14/03/2021,29065.5,Personal,03/04/2021,59:17.9,2.95
Cindy Armstrong,penningtonjohn@example.com,+1-690-266-8798x994,deposit,361.88,22/07/2023,Savings,824.41,21/09/2019,30356.38,Auto,01/06/2020,59:17.9,5.99
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,373.98,17/07/2022,Savings,5901.01,01/11/2021,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,410.85,26/09/2023,Checking,5164.29,04/09/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Jamie Stone,derekhart@example.org,473.393.2625x19595,withdrawal,95.77,18/11/2019,Savings,618.8,07/06/2022,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Tommy Brooks,burtonjames@example.com,(534)691-4906,deposit,226.41,07/12/2020,Savings,4315.64,09/04/2023,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Tammy Miller,lisa91@example.org,313-560-8671x236,deposit,103.48,09/12/2021,Savings,4866.98,21/06/2019,48052.8,Auto,03/10/2023,59:17.9,4.42
Tammy Miller,lisa91@example.org,313-560-8671x236,deposit,103.48,09/12/2021,Savings,4866.98,21/06/2019,14654.12,Mortgage,30/12/2022,59:17.9,6.76
Tammy Miller,lisa91@example.org,313-560-8671x236,deposit,103.48,09/12/2021,Savings,4866.98,21/06/2019,8884.16,Personal,12/12/2021,59:17.9,5.5
Tammy Miller,lisa91@example.org,313-560-8671x236,deposit,103.48,09/12/2021,Savings,4866.98,21/06/2019,12128.43,Mortgage,06/04/2019,59:17.9,4.82
Tammy Miller,lisa91@example.org,313-560-8671x236,deposit,103.48,09/12/2021,Savings,4866.98,21/06/2019,42022.33,Personal,24/04/2019,59:17.9,3.35
Tammy Miller,lisa91@example.org,313-560-8671x236,deposit,103.48,09/12/2021,Savings,4866.98,21/06/2019,42162.58,Personal,21/06/2021,59:17.9,1.54
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,269.28,02/05/2021,Savings,3506.26,04/12/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
David Rasmussen,fburns@example.net,9347152436,deposit,258.17,25/04/2022,Credit,1327.94,25/08/2023,,,,,
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,181.72,08/06/2022,Savings,7533.24,16/04/2019,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,224.65,01/09/2021,Credit,369.92,05/08/2022,43727.85,Personal,25/07/2022,59:17.9,6.46
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,224.65,01/09/2021,Credit,369.92,05/08/2022,19769.58,Personal,14/08/2020,59:17.9,6.15
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,224.65,01/09/2021,Credit,369.92,05/08/2022,11336.16,Personal,12/05/2019,59:17.9,4.76
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,86.53,11/12/2019,Credit,4750.66,09/09/2022,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,86.53,11/12/2019,Credit,4750.66,09/09/2022,29065.5,Personal,03/04/2021,59:17.9,2.95
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,56.23,28/06/2019,Credit,3471.36,10/01/2024,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,56.23,28/06/2019,Credit,3471.36,10/01/2024,29065.5,Personal,03/04/2021,59:17.9,2.95
Steven Miller,johnwright@example.org,+1-230-989-3125x913,withdrawal,66.63,02/08/2023,Savings,7236.39,08/08/2019,46119.69,Personal,12/05/2019,59:17.9,4.84
Steven Miller,johnwright@example.org,+1-230-989-3125x913,withdrawal,66.63,02/08/2023,Savings,7236.39,08/08/2019,20834.23,Personal,21/09/2020,59:17.9,7.49
Kim Stone,garrett28@example.org,001-668-236-9938,withdrawal,279.22,11/05/2020,Credit,6510.08,31/03/2022,,,,,
Scott Collins,veronica19@example.org,001-449-712-6361x791,withdrawal,401.65,30/06/2022,Credit,4382.28,21/05/2021,47203.82,Auto,15/06/2021,59:17.9,5.28
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,181.16,08/11/2022,Savings,1443.64,30/05/2020,49675.33,Auto,13/12/2021,59:17.9,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,181.16,08/11/2022,Savings,1443.64,30/05/2020,31033.48,Personal,11/11/2023,59:17.9,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,181.16,08/11/2022,Savings,1443.64,30/05/2020,49754.29,Mortgage,14/11/2019,59:17.9,4.83
Jon Marshall,stacy20@example.com,001-608-454-5047x8890,withdrawal,98.15,21/05/2023,Credit,6517.51,30/08/2022,37452.32,Mortgage,26/08/2019,59:17.9,4.04
Brian Day,mason61@example.net,345-785-9250x1644,withdrawal,320.55,23/04/2021,Credit,8875.18,22/04/2020,,,,,
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,30.89,27/07/2021,Checking,8848.82,15/07/2019,37877.78,Auto,29/05/2019,59:17.9,1.93
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,30.89,27/07/2021,Checking,8848.82,15/07/2019,11928.9,Personal,16/04/2020,59:17.9,3.05
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,30.89,27/07/2021,Checking,8848.82,15/07/2019,22108.89,Personal,19/10/2022,59:17.9,6.6
Charles Wise,campossarah@example.net,532.804.9131x538,withdrawal,432.04,01/10/2019,Credit,2586.78,06/03/2023,20109.87,Auto,30/06/2021,59:17.9,4.66
Richard Adams,wurobert@example.com,381.345.0592x7366,withdrawal,93.93,08/06/2019,Checking,5238.53,11/06/2020,19985.5,Mortgage,24/06/2019,59:17.9,5.01
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,deposit,176.63,11/04/2022,Credit,8439.15,05/11/2020,,,,,
Eric Anderson,spencer16@example.com,851-945-5888,deposit,253.14,25/02/2022,Savings,1308.27,15/08/2022,,,,,
David Rasmussen,fburns@example.net,9347152436,withdrawal,47.27,13/03/2021,Checking,7244.31,10/04/2021,,,,,
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,242.61,18/05/2019,Checking,3929.98,20/05/2019,33579.17,Personal,10/07/2022,59:17.9,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,242.61,18/05/2019,Checking,3929.98,20/05/2019,20706.59,Mortgage,23/02/2021,59:17.9,5.64
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,deposit,276.36,05/01/2022,Credit,9868.28,25/07/2019,42684.76,Personal,15/01/2024,59:17.9,1.96
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,withdrawal,412.97,21/09/2022,Credit,9868.28,25/07/2019,42684.76,Personal,15/01/2024,59:17.9,1.96
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,419.62,17/12/2019,Checking,2161.94,06/11/2021,25666.75,Auto,09/05/2023,59:17.9,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,419.62,17/12/2019,Checking,2161.94,06/11/2021,23853.85,Personal,30/01/2024,59:17.9,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,419.62,17/12/2019,Checking,2161.94,06/11/2021,8092.2,Personal,18/08/2021,59:17.9,2.85
Richard Adams,wurobert@example.com,381.345.0592x7366,deposit,79.55,26/01/2020,Checking,5238.53,11/06/2020,19985.5,Mortgage,24/06/2019,59:17.9,5.01
